"from"	"to"	"edge_creation_month"
1105	475	"2"
282	34	"2"
297	999	"2"
878	1255	"2"
704	1295	"2"
323	308	"2"
193	233	"2"
1255	878	"2"
475	1105	"2"
704	1296	"2"
878	1255	"2"
792	1297	"2"
964	1202	"2"
834	1234	"2"
704	1298	"2"
379	32	"2"
199	1105	"2"
1105	475	"2"
1105	199	"2"
546	454	"2"
19	1299	"2"
733	1231	"2"
199	1105	"2"
1178	1189	"2"
1113	1255	"2"
686	950	"2"
199	1183	"2"
272	654	"2"
1105	199	"2"
272	468	"2"
733	1231	"2"
733	1231	"2"
272	605	"2"
733	1255	"2"
1255	878	"2"
199	1105	"2"
1113	1255	"2"
686	234	"2"
878	1255	"2"
1113	1255	"2"
638	590	"2"
733	1231	"2"
1189	475	"2"
733	1255	"2"
323	298	"2"
323	298	"2"
1183	234	"2"
1255	878	"2"
1183	234	"2"
1183	234	"2"
733	1231	"2"
733	475	"2"
323	298	"2"
199	1234	"2"
1161	794	"2"
323	298	"2"
142	1260	"2"
483	1189	"2"
733	1231	"2"
483	1224	"2"
555	590	"2"
733	1231	"2"
555	440	"2"
323	298	"2"
1136	739	"2"
733	1231	"2"
323	298	"2"
1284	346	"2"
733	475	"2"
1136	1158	"2"
193	1299	"2"
1224	483	"2"
475	1105	"2"
1105	475	"2"
323	298	"2"
733	475	"2"
878	1255	"2"
1113	1255	"2"
483	199	"2"
878	848	"2"
483	1224	"2"
527	923	"2"
1105	475	"2"
323	298	"2"
323	298	"2"
483	199	"2"
475	1105	"2"
475	1105	"2"
950	686	"2"
483	199	"2"
638	1300	"2"
1105	475	"2"
733	475	"2"
252	1056	"2"
1286	1231	"2"
281	263	"2"
263	281	"2"
475	1105	"2"
254	1260	"2"
1105	475	"2"
1286	1231	"2"
638	254	"2"
654	272	"2"
475	1105	"2"
72	1253	"2"
733	475	"2"
1260	254	"2"
281	263	"2"
1105	475	"2"
254	1260	"2"
323	298	"2"
272	654	"2"
1260	254	"2"
638	254	"2"
654	272	"2"
654	272	"2"
254	1260	"2"
1105	475	"2"
546	638	"2"
281	263	"2"
638	1300	"2"
638	546	"2"
1260	254	"2"
475	1105	"2"
1300	638	"2"
475	1105	"2"
638	1300	"2"
323	298	"2"
323	298	"2"
546	638	"2"
1300	638	"2"
733	475	"2"
733	475	"2"
638	546	"2"
1105	475	"2"
733	475	"2"
778	974	"2"
835	725	"2"
323	298	"2"
778	638	"2"
638	778	"2"
254	1260	"2"
271	194	"2"
323	298	"2"
792	841	"2"
1227	333	"2"
1260	254	"2"
475	1105	"2"
323	298	"2"
254	1260	"2"
1281	950	"2"
1105	475	"2"
323	298	"2"
323	298	"2"
475	1105	"2"
990	1142	"2"
1260	254	"2"
323	298	"2"
1227	32	"2"
254	1260	"2"
323	298	"2"
1105	475	"2"
323	298	"2"
475	1105	"2"
1105	475	"2"
1038	638	"2"
263	281	"2"
1105	475	"2"
323	298	"2"
392	321	"2"
778	438	"2"
1105	475	"2"
323	298	"2"
475	1105	"2"
778	540	"2"
323	298	"2"
1105	475	"2"
323	298	"2"
323	298	"2"
475	1105	"2"
323	298	"2"
585	495	"2"
323	298	"2"
1105	475	"2"
323	298	"2"
475	1105	"2"
323	298	"2"
323	298	"2"
1105	475	"2"
475	1105	"2"
249	1260	"2"
1231	704	"2"
323	298	"2"
323	298	"2"
1105	475	"2"
1105	475	"2"
475	1105	"2"
323	298	"2"
475	1105	"2"
392	72	"2"
1105	475	"2"
323	298	"2"
475	1105	"2"
1264	1283	"2"
323	367	"2"
1105	475	"2"
475	1105	"2"
321	392	"2"
1105	475	"2"
321	212	"2"
1105	475	"2"
72	392	"2"
1281	950	"2"
701	1051	"2"
475	1105	"2"
1051	701	"2"
1181	325	"2"
1295	704	"2"
323	741	"2"
701	1051	"2"
741	323	"2"
475	468	"2"
1105	475	"2"
475	1105	"2"
323	741	"2"
475	1105	"2"
1227	1018	"2"
325	1181	"2"
1105	475	"2"
741	323	"2"
1297	1301	"2"
323	741	"2"
1158	1136	"2"
741	323	"2"
741	1280	"2"
1183	42	"2"
1248	654	"2"
48	621	"2"
1281	701	"2"
1281	1248	"2"
1281	1248	"2"
377	1283	"2"
1281	1173	"2"
1281	1173	"2"
1281	1173	"2"
609	638	"2"
809	779	"2"
50	1253	"2"
781	281	"2"
1280	741	"2"
1280	281	"2"
1196	834	"2"
1291	1295	"2"
1281	1173	"2"
912	1285	"2"
269	1045	"2"
269	90	"2"
1058	1142	"2"
1058	1142	"2"
1058	1142	"2"
473	372	"2"
41	1255	"2"
994	1298	"2"
576	1167	"2"
233	193	"2"
679	393	"2"
994	639	"2"
32	349	"2"
32	379	"2"
32	1227	"2"
1181	325	"2"
994	315	"2"
638	609	"2"
700	605	"2"
700	704	"2"
994	1284	"2"
277	778	"2"
1126	994	"2"
1042	1260	"2"
1042	615	"2"
834	1196	"2"
810	576	"2"
994	536	"2"
561	176	"2"
713	325	"2"
509	758	"2"
198	1302	"2"
713	666	"2"
713	1127	"2"
713	1185	"2"
713	1158	"2"
713	919	"2"
281	1280	"2"
281	781	"2"
281	263	"2"
713	1036	"2"
1185	199	"2"
713	1263	"2"
701	997	"2"
713	1241	"2"
701	1185	"2"
713	950	"2"
713	762	"2"
997	701	"2"
997	415	"2"
1234	834	"2"
686	950	"2"
701	997	"2"
701	341	"2"
1185	1227	"2"
1234	199	"2"
758	509	"2"
1185	701	"2"
1284	994	"2"
394	42	"2"
997	701	"2"
12	997	"2"
834	1234	"2"
152	1158	"2"
103	1302	"2"
194	271	"2"
30	1176	"2"
1014	30	"2"
704	1231	"2"
704	1295	"2"
103	1244	"2"
30	1014	"2"
1014	30	"2"
30	1014	"2"
1014	30	"2"
193	523	"2"
569	194	"2"
193	233	"2"
1190	254	"2"
95	63	"2"
903	1297	"2"
683	758	"2"
95	712	"2"
1246	963	"2"
1246	963	"2"
95	154	"2"
199	1185	"2"
199	1234	"2"
547	713	"2"
859	318	"2"
9	683	"2"
1303	598	"2"
95	1246	"2"
590	555	"2"
1234	199	"2"
1246	95	"2"
958	621	"2"
199	1234	"2"
1246	547	"2"
758	683	"2"
547	1246	"2"
36	1281	"2"
12	997	"2"
249	1304	"2"
249	1295	"2"
536	994	"2"
958	704	"2"
483	1224	"2"
699	1264	"2"
616	306	"2"
701	997	"2"
701	1185	"2"
1114	1188	"2"
701	1021	"2"
1185	199	"2"
859	95	"2"
1185	701	"2"
1253	357	"2"
1246	95	"2"
1253	72	"2"
781	281	"2"
1246	547	"2"
1253	50	"2"
781	1244	"2"
859	95	"2"
220	346	"2"
1253	1173	"2"
1246	95	"2"
704	958	"2"
220	346	"2"
666	713	"2"
1137	1127	"2"
683	758	"2"
654	1248	"2"
209	1255	"2"
209	242	"2"
26	404	"2"
415	997	"2"
63	95	"2"
1253	644	"2"
1231	704	"2"
701	372	"2"
701	224	"2"
1248	654	"2"
1260	1042	"2"
281	781	"2"
1280	281	"2"
928	41	"2"
681	590	"2"
249	358	"2"
1069	542	"2"
781	281	"2"
105	701	"2"
105	1181	"2"
997	701	"2"
341	701	"2"
105	697	"2"
105	621	"2"
105	1021	"2"
963	1246	"2"
1003	1199	"2"
1246	105	"2"
103	1231	"2"
1190	254	"2"
1246	963	"2"
1246	105	"2"
1190	1062	"2"
1190	551	"2"
701	105	"2"
1190	42	"2"
257	1214	"2"
257	142	"2"
105	701	"2"
701	105	"2"
1246	963	"2"
462	1299	"2"
462	605	"2"
1207	19	"2"
398	1291	"2"
1246	963	"2"
42	1224	"2"
760	590	"2"
802	318	"2"
42	483	"2"
227	1234	"2"
42	1224	"2"
1185	1019	"2"
1231	103	"2"
1279	644	"2"
42	1224	"2"
1190	254	"2"
1189	389	"2"
1190	42	"2"
1287	781	"2"
1287	1253	"2"
42	1224	"2"
1234	227	"2"
1113	1207	"2"
980	544	"2"
42	1224	"2"
103	1231	"2"
536	1224	"2"
1224	536	"2"
1231	103	"2"
103	1231	"2"
468	475	"2"
1231	103	"2"
103	1231	"2"
704	1231	"2"
1231	704	"2"
1207	1080	"2"
704	1231	"2"
285	1255	"2"
547	1260	"2"
547	63	"2"
681	1185	"2"
547	1260	"2"
950	1281	"2"
1100	1248	"2"
42	1224	"2"
1224	42	"2"
1248	1100	"2"
1100	1248	"2"
454	1043	"2"
281	1280	"2"
415	1231	"2"
1297	903	"2"
704	1302	"2"
933	1214	"2"
323	298	"2"
323	298	"2"
323	741	"2"
298	687	"2"
323	298	"2"
72	1253	"2"
1214	933	"2"
815	1305	"2"
323	298	"2"
323	298	"2"
1173	654	"2"
42	72	"2"
42	1302	"2"
1281	950	"2"
1306	704	"2"
323	298	"2"
42	1307	"2"
323	298	"2"
42	1308	"2"
1306	990	"2"
323	298	"2"
323	298	"2"
1042	1260	"2"
1036	713	"2"
42	63	"2"
1113	990	"2"
644	1253	"2"
644	1279	"2"
42	1309	"2"
1113	1214	"2"
536	1224	"2"
621	958	"2"
1255	41	"2"
1255	209	"2"
103	799	"2"
1224	536	"2"
621	48	"2"
257	1178	"2"
409	687	"2"
523	724	"2"
69	1296	"2"
621	105	"2"
356	1255	"2"
1302	704	"2"
1302	103	"2"
1302	198	"2"
704	1302	"2"
103	1302	"2"
257	1178	"2"
257	1178	"2"
423	815	"2"
1260	1042	"2"
1227	1185	"2"
257	1178	"2"
815	423	"2"
1042	1260	"2"
257	1178	"2"
423	815	"2"
1260	1042	"2"
423	536	"2"
815	423	"2"
257	1178	"2"
257	1178	"2"
409	1032	"2"
257	1178	"2"
474	1310	"2"
1042	1260	"2"
398	771	"2"
63	41	"2"
1189	899	"2"
474	356	"2"
398	771	"2"
63	1310	"2"
1087	1270	"2"
1310	474	"2"
356	474	"2"
1087	1284	"2"
1310	63	"2"
1	1271	"2"
1260	1042	"2"
63	1310	"2"
3	176	"2"
398	465	"2"
465	398	"2"
3	323	"2"
1246	963	"2"
1042	1260	"2"
398	465	"2"
465	398	"2"
398	465	"2"
474	356	"2"
1260	1042	"2"
465	398	"2"
398	465	"2"
474	1310	"2"
1042	1260	"2"
1260	1042	"2"
834	1246	"2"
1042	1260	"2"
713	1158	"2"
1246	834	"2"
1260	1042	"2"
257	719	"2"
1042	1260	"2"
1260	32	"2"
725	1260	"2"
1260	1042	"2"
719	1260	"2"
719	931	"2"
719	931	"2"
257	719	"2"
1042	1260	"2"
1260	719	"2"
1260	719	"2"
1311	713	"2"
1260	1042	"2"
41	1255	"2"
41	63	"2"
242	209	"2"
1042	1260	"2"
605	272	"2"
242	454	"2"
1118	994	"2"
1260	1042	"2"
605	462	"2"
1042	1260	"2"
1142	990	"2"
1260	1042	"2"
719	1260	"2"
1042	1260	"2"
1260	719	"2"
1286	704	"2"
1260	1042	"2"
719	1260	"2"
1042	1260	"2"
257	719	"2"
1260	1042	"2"
1118	1103	"2"
1042	1260	"2"
712	95	"2"
1260	1042	"2"
67	1302	"2"
67	1296	"2"
67	697	"2"
233	193	"2"
1042	1260	"2"
1042	1260	"2"
1241	713	"2"
1260	1042	"2"
678	212	"2"
1042	1260	"2"
32	1260	"2"
678	1302	"2"
1302	678	"2"
678	1302	"2"
194	1279	"2"
67	1302	"2"
1260	1042	"2"
67	697	"2"
679	954	"2"
1260	32	"2"
1042	1260	"2"
679	465	"2"
67	32	"2"
1042	1260	"2"
1260	1042	"2"
1126	1302	"2"
1260	1042	"2"
1260	1042	"2"
32	1260	"2"
1260	32	"2"
1260	1042	"2"
1302	678	"2"
1042	1260	"2"
1042	1260	"2"
678	1302	"2"
32	1260	"2"
1302	678	"2"
1042	1260	"2"
1042	1260	"2"
1118	644	"2"
1312	1091	"2"
1260	1042	"2"
1260	32	"2"
67	697	"2"
1260	1042	"2"
1260	1042	"2"
983	985	"2"
1043	454	"2"
1118	644	"2"
1042	1260	"2"
398	725	"2"
1042	1260	"2"
32	1260	"2"
687	298	"2"
1042	1260	"2"
1312	1313	"2"
1042	1260	"2"
72	1253	"2"
103	954	"2"
44	1271	"2"
1310	474	"2"
1260	32	"2"
1215	398	"2"
103	954	"2"
1215	398	"2"
103	1313	"2"
103	853	"2"
1215	103	"2"
974	778	"2"
1215	103	"2"
1126	103	"2"
1126	103	"2"
474	1310	"2"
398	834	"2"
1126	103	"2"
483	1189	"2"
1126	103	"2"
329	415	"2"
1215	103	"2"
1215	398	"2"
398	1260	"2"
1279	194	"2"
797	63	"2"
1253	1287	"2"
1260	398	"2"
398	1260	"2"
398	1260	"2"
1253	644	"2"
1253	72	"2"
1260	398	"2"
41	713	"2"
563	654	"2"
398	1260	"2"
103	1302	"2"
142	329	"2"
103	1130	"2"
697	912	"2"
142	144	"2"
697	782	"2"
103	1216	"2"
1260	398	"2"
697	719	"2"
1118	341	"2"
1215	398	"2"
103	1078	"2"
1215	103	"2"
398	1260	"2"
103	954	"2"
1302	103	"2"
103	1302	"2"
598	357	"2"
598	1071	"2"
199	848	"2"
103	1302	"2"
598	704	"2"
719	697	"2"
128	242	"2"
912	697	"2"
342	142	"2"
799	103	"2"
704	598	"2"
644	1253	"2"
697	719	"2"
697	912	"2"
719	697	"2"
697	719	"2"
342	815	"2"
654	1173	"2"
103	617	"2"
919	644	"2"
644	919	"2"
644	919	"2"
53	646	"2"
1215	398	"2"
53	1314	"2"
1215	103	"2"
1215	398	"2"
242	128	"2"
95	63	"2"
782	697	"2"
32	1260	"2"
1298	704	"2"
1272	302	"2"
1298	994	"2"
782	721	"2"
342	142	"2"
1268	1313	"2"
697	782	"2"
912	697	"2"
781	408	"2"
697	912	"2"
128	242	"2"
912	697	"2"
462	605	"2"
142	997	"2"
323	298	"2"
782	697	"2"
142	1121	"2"
242	128	"2"
128	242	"2"
704	1298	"2"
1298	704	"2"
462	638	"2"
1195	103	"2"
704	1298	"2"
242	128	"2"
638	462	"2"
1118	1034	"2"
142	415	"2"
1302	1315	"2"
801	1246	"2"
1315	1302	"2"
1313	103	"2"
323	1297	"2"
1298	704	"2"
462	638	"2"
32	358	"2"
1312	1313	"2"
63	797	"2"
969	1189	"2"
63	95	"2"
323	1297	"2"
323	298	"2"
638	462	"2"
323	298	"2"
193	63	"2"
462	638	"2"
309	80	"2"
1189	969	"2"
249	358	"2"
249	1304	"2"
502	41	"2"
128	242	"2"
323	298	"2"
503	41	"2"
249	1231	"2"
503	103	"2"
503	74	"2"
193	233	"2"
323	298	"2"
1272	441	"2"
638	462	"2"
1312	1313	"2"
103	1313	"2"
1261	725	"2"
323	298	"2"
462	638	"2"
323	298	"2"
503	739	"2"
323	298	"2"
800	1256	"2"
503	103	"2"
503	398	"2"
969	1189	"2"
323	298	"2"
1236	1185	"2"
1189	969	"2"
323	1297	"2"
323	298	"2"
323	298	"2"
547	1260	"2"
323	1297	"2"
503	103	"2"
503	103	"2"
503	398	"2"
254	358	"2"
323	298	"2"
283	1284	"2"
323	1297	"2"
1195	103	"2"
323	298	"2"
586	194	"2"
323	1297	"2"
990	1142	"2"
871	502	"2"
323	298	"2"
871	502	"2"
323	1297	"2"
1195	103	"2"
194	586	"2"
323	298	"2"
323	298	"2"
871	502	"2"
323	1297	"2"
503	103	"2"
323	298	"2"
503	1316	"2"
323	298	"2"
308	739	"2"
249	1304	"2"
323	1297	"2"
871	1302	"2"
1195	103	"2"
503	103	"2"
323	298	"2"
1313	103	"2"
103	1313	"2"
503	1316	"2"
1246	719	"2"
323	1297	"2"
323	298	"2"
1195	103	"2"
503	103	"2"
1316	1039	"2"
323	298	"2"
503	1316	"2"
1076	1082	"2"
323	298	"2"
323	1297	"2"
503	103	"2"
733	1244	"2"
323	298	"2"
257	142	"2"
323	758	"2"
679	465	"2"
503	103	"2"
323	298	"2"
323	1297	"2"
871	926	"2"
323	298	"2"
733	638	"2"
323	758	"2"
48	621	"2"
175	224	"2"
323	298	"2"
697	782	"2"
697	782	"2"
733	175	"2"
697	912	"2"
323	758	"2"
323	1297	"2"
1255	356	"2"
1255	41	"2"
323	298	"2"
323	298	"2"
323	758	"2"
323	1297	"2"
733	475	"2"
323	1297	"2"
782	697	"2"
323	1297	"2"
733	475	"2"
323	1297	"2"
596	1284	"2"
323	298	"2"
323	1297	"2"
323	1297	"2"
257	615	"2"
871	1026	"2"
733	475	"2"
733	713	"2"
323	758	"2"
281	358	"2"
257	615	"2"
323	1297	"2"
1231	557	"2"
733	713	"2"
810	1021	"2"
557	1231	"2"
105	621	"2"
323	1297	"2"
1231	557	"2"
91	1237	"2"
105	1181	"2"
557	1231	"2"
1231	557	"2"
557	1231	"2"
323	1297	"2"
1236	1189	"2"
1231	557	"2"
323	1297	"2"
557	1231	"2"
912	697	"2"
1231	557	"2"
338	1302	"2"
557	1231	"2"
675	462	"2"
323	1297	"2"
477	1271	"2"
1231	557	"2"
477	526	"2"
675	462	"2"
323	1297	"2"
815	950	"2"
194	353	"2"
557	1231	"2"
90	269	"2"
323	1297	"2"
1136	739	"2"
353	194	"2"
1231	557	"2"
353	194	"2"
598	560	"2"
353	392	"2"
560	598	"2"
323	1297	"2"
109	282	"2"
323	1297	"2"
706	484	"2"
323	1297	"2"
1004	194	"2"
323	1297	"2"
596	605	"2"
596	782	"2"
323	1297	"2"
298	573	"2"
573	298	"2"
298	573	"2"
725	1260	"2"
573	298	"2"
782	596	"2"
454	242	"2"
454	1043	"2"
298	573	"2"
323	1297	"2"
60	1173	"2"
212	678	"2"
1274	1273	"2"
1264	699	"2"
1317	1318	"2"
950	815	"2"
596	782	"2"
1319	224	"2"
792	1185	"2"
1103	425	"2"
1043	454	"2"
392	321	"2"
392	72	"2"
392	353	"2"
323	341	"2"
1280	281	"2"
1087	1284	"2"
1320	952	"2"
353	392	"2"
1087	1132	"2"
198	1302	"2"
281	1280	"2"
392	353	"2"
1118	1103	"2"
792	841	"2"
1280	281	"2"
281	1280	"2"
198	1321	"2"
1280	281	"2"
392	1315	"2"
72	1253	"2"
72	392	"2"
912	375	"2"
392	72	"2"
281	1280	"2"
586	1316	"2"
1246	834	"2"
72	392	"2"
323	281	"2"
1246	963	"2"
1246	801	"2"
323	281	"2"
323	281	"2"
1280	281	"2"
323	281	"2"
392	72	"2"
1284	596	"2"
871	392	"2"
57	596	"2"
871	1103	"2"
1315	392	"2"
72	392	"2"
871	392	"2"
793	1230	"2"
1190	254	"2"
792	841	"2"
871	1260	"2"
871	969	"2"
871	969	"2"
871	969	"2"
1190	50	"2"
704	1322	"2"
871	969	"2"
871	969	"2"
871	969	"2"
871	978	"2"
1	1271	"2"
392	1315	"2"
644	719	"2"
392	72	"2"
544	1273	"2"
1274	840	"2"
1317	1244	"2"
1244	1317	"2"
277	644	"2"
704	596	"2"
498	823	"2"
938	1323	"2"
422	1041	"2"
1323	938	"2"
1041	422	"2"
422	1041	"2"
422	386	"2"
1041	422	"2"
422	1041	"2"
1246	963	"2"
1246	963	"2"
1246	963	"2"
12	1042	"2"
12	142	"2"
42	72	"2"
12	415	"2"
1185	555	"2"
42	415	"2"
80	309	"2"
1270	194	"2"
815	950	"2"
342	544	"2"
596	57	"2"
596	704	"2"
1302	338	"2"
950	815	"2"
353	372	"2"
1302	198	"2"
1268	1313	"2"
1302	704	"2"
353	1284	"2"
964	160	"2"
375	912	"2"
357	1253	"2"
1189	375	"2"
1271	477	"2"
725	638	"2"
725	835	"2"
1246	963	"2"
350	343	"2"
1185	375	"2"
209	242	"2"
1310	1246	"2"
1246	1310	"2"
596	193	"2"
454	1043	"2"
198	1302	"2"
1246	1310	"2"
1246	1310	"2"
1190	738	"2"
1190	738	"2"
997	142	"2"
1315	392	"2"
72	392	"2"
834	1280	"2"
1310	802	"2"
357	525	"2"
1310	561	"2"
357	638	"2"
358	32	"2"
358	254	"2"
358	281	"2"
357	358	"2"
193	596	"2"
193	378	"2"
224	175	"2"
9	1261	"2"
9	1279	"2"
281	358	"2"
281	1280	"2"
1127	454	"2"
143	1037	"2"
357	525	"2"
357	525	"2"
357	525	"2"
1284	353	"2"
525	357	"2"
357	1284	"2"
357	974	"2"
1280	834	"2"
1280	281	"2"
277	644	"2"
638	357	"2"
277	644	"2"
725	638	"2"
942	919	"2"
942	63	"2"
1246	834	"2"
1173	654	"2"
942	63	"2"
1142	990	"2"
1173	60	"2"
654	1173	"2"
942	1314	"2"
1287	1253	"2"
277	644	"2"
1317	781	"2"
942	63	"2"
281	1280	"2"
454	1127	"2"
1298	394	"2"
1113	638	"2"
638	725	"2"
277	644	"2"
105	1181	"2"
1113	638	"2"
394	1298	"2"
834	1280	"2"
856	1176	"2"
394	738	"2"
1126	1302	"2"
220	1310	"2"
341	1280	"2"
1043	454	"2"
1246	963	"2"
53	1314	"2"
509	758	"2"
1246	834	"2"
1302	198	"2"
306	616	"2"
1280	341	"2"
249	1324	"2"
1187	353	"2"
1187	1183	"2"
1187	1131	"2"
1187	1284	"2"
1280	834	"2"
114	770	"2"
375	1189	"2"
375	1185	"2"
1280	281	"2"
254	358	"2"
990	1142	"2"
1237	199	"2"
372	473	"2"
1237	1227	"2"
1237	91	"2"
834	1280	"2"
372	353	"2"
1281	1310	"2"
454	1043	"2"
1280	834	"2"
281	1280	"2"
704	1324	"2"
1280	281	"2"
1284	1187	"2"
357	638	"2"
1284	793	"2"
793	1284	"2"
834	1280	"2"
1317	72	"2"
793	1284	"2"
69	357	"2"
1280	834	"2"
1284	793	"2"
834	1280	"2"
1280	834	"2"
834	1280	"2"
1284	585	"2"
281	1271	"2"
1280	834	"2"
834	1280	"2"
793	1284	"2"
1284	793	"2"
793	1284	"2"
1280	834	"2"
1252	1231	"2"
834	1280	"2"
1284	793	"2"
793	1284	"2"
1325	1326	"2"
760	212	"2"
357	638	"2"
638	1317	"2"
802	1310	"2"
249	886	"2"
1327	282	"2"
1246	415	"2"
249	1302	"2"
394	393	"2"
1317	638	"2"
1317	1244	"2"
249	713	"2"
394	393	"2"
67	1296	"2"
199	1237	"2"
545	1328	"2"
1244	1317	"2"
1328	545	"2"
1328	545	"2"
545	1328	"2"
378	193	"2"
1328	545	"2"
1215	949	"2"
249	817	"2"
249	454	"2"
1326	1325	"2"
249	817	"2"
585	1284	"2"
249	605	"2"
249	547	"2"
598	652	"2"
598	62	"2"
598	84	"2"
249	1295	"2"
598	1189	"2"
598	1303	"2"
598	878	"2"
481	1284	"2"
1043	454	"2"
1248	919	"2"
1312	103	"2"
454	1043	"2"
1312	103	"2"
1329	1271	"2"
50	102	"2"
481	50	"2"
1050	495	"2"
142	997	"2"
50	481	"2"
1329	477	"2"
481	50	"2"
12	598	"2"
1246	719	"2"
1328	277	"2"
42	1117	"2"
719	1246	"2"
1042	1330	"2"
638	285	"2"
1246	719	"2"
1328	495	"2"
919	1248	"2"
160	964	"2"
1331	1168	"2"
481	50	"2"
50	481	"2"
50	481	"2"
1043	454	"2"
1246	228	"2"
454	1043	"2"
1328	285	"2"
539	495	"2"
1043	454	"2"
1246	228	"2"
454	1043	"2"
1118	1103	"2"
749	474	"2"
481	50	"2"
1246	228	"2"
1246	719	"2"
50	481	"2"
481	50	"2"
933	1214	"2"
1246	228	"2"
42	495	"2"
342	495	"2"
1231	1252	"2"
228	194	"2"
50	1227	"2"
228	1246	"2"
1227	50	"2"
679	1248	"2"
389	1189	"2"
1043	454	"2"
194	228	"2"
194	1270	"2"
194	1004	"2"
44	228	"2"
44	514	"2"
964	160	"2"
199	212	"2"
1032	598	"2"
454	1043	"2"
228	194	"2"
1043	454	"2"
454	1043	"2"
725	638	"2"
1043	454	"2"
1231	704	"2"
50	1227	"2"
228	498	"2"
454	1043	"2"
498	228	"2"
1227	50	"2"
498	495	"2"
1272	1260	"2"
228	498	"2"
1214	933	"2"
1043	454	"2"
1246	228	"2"
498	228	"2"
454	1043	"2"
194	353	"2"
1252	1231	"2"
771	398	"2"
67	1296	"2"
398	771	"2"
1043	454	"2"
454	1043	"2"
228	498	"2"
67	1296	"2"
700	605	"2"
687	409	"2"
114	770	"2"
700	1253	"2"
1043	454	"2"
454	1043	"2"
103	973	"2"
67	97	"2"
1043	454	"2"
234	1183	"2"
234	686	"2"
1312	103	"2"
249	454	"2"
704	1231	"2"
1113	1214	"2"
1323	1129	"2"
303	212	"2"
242	488	"2"
1272	1246	"2"
1043	97	"2"
912	375	"2"
1312	103	"2"
704	377	"2"
704	377	"2"
454	1043	"2"
474	749	"2"
97	1043	"2"
701	341	"2"
713	1158	"2"
713	1158	"2"
697	782	"2"
942	919	"2"
209	242	"2"
536	423	"2"
536	1224	"2"
63	228	"2"
1213	1026	"2"
41	502	"2"
41	1255	"2"
738	394	"2"
114	770	"2"
594	242	"2"
314	542	"2"
1316	586	"2"
314	1296	"2"
640	1253	"2"
423	536	"2"
1235	638	"2"
423	815	"2"
1032	1186	"2"
536	423	"2"
285	1328	"2"
701	50	"2"
50	701	"2"
193	378	"2"
586	1316	"2"
296	194	"2"
1231	704	"2"
1186	1032	"2"
640	712	"2"
353	1283	"2"
640	617	"2"
701	50	"2"
697	923	"2"
1032	1186	"2"
1213	1032	"2"
1213	1032	"2"
353	296	"2"
50	701	"2"
1213	1032	"2"
245	1283	"2"
701	50	"2"
1043	454	"2"
353	793	"2"
1283	353	"2"
1032	1186	"2"
1281	701	"2"
50	701	"2"
1281	701	"2"
333	1227	"2"
425	1103	"2"
353	1283	"2"
1290	596	"2"
1332	1255	"2"
249	454	"2"
1332	1255	"2"
1332	1255	"2"
770	1217	"2"
1255	1332	"2"
770	938	"2"
1281	1283	"2"
1332	1255	"2"
1316	586	"2"
1190	738	"2"
834	314	"2"
296	353	"2"
1271	1329	"2"
358	281	"2"
358	254	"2"
358	357	"2"
586	1316	"2"
514	654	"2"
766	181	"2"
514	626	"2"
454	1043	"2"
626	514	"2"
766	372	"2"
249	454	"2"
509	272	"2"
1255	1332	"2"
1043	454	"2"
1021	701	"2"
1021	105	"2"
1118	598	"2"
514	626	"2"
1281	1283	"2"
1270	194	"2"
600	1332	"2"
281	358	"2"
626	514	"2"
514	626	"2"
342	626	"2"
342	626	"2"
621	105	"2"
9	598	"2"
9	1312	"2"
621	48	"2"
483	782	"2"
483	1189	"2"
679	50	"2"
1332	1255	"2"
249	654	"2"
754	903	"2"
754	1332	"2"
454	1043	"2"
810	1021	"2"
1333	1145	"2"
1026	184	"2"
1043	454	"2"
1127	318	"2"
454	1043	"2"
193	658	"2"
1333	1145	"2"
1127	415	"2"
495	68	"2"
103	1334	"2"
114	770	"2"
495	1185	"2"
114	103	"2"
142	654	"2"
114	103	"2"
495	542	"2"
142	514	"2"
350	626	"2"
1043	454	"2"
454	1043	"2"
1286	1335	"2"
1312	103	"2"
1113	1214	"2"
174	1260	"2"
1043	454	"2"
1113	495	"2"
1113	1255	"2"
1312	103	"2"
1113	1255	"2"
1334	1255	"2"
1	312	"2"
1255	1334	"2"
1312	103	"2"
1113	1255	"2"
1087	353	"2"
1312	103	"2"
1312	103	"2"
719	1336	"2"
1113	1255	"2"
1113	1214	"2"
1113	353	"2"
1113	1255	"2"
1336	725	"2"
639	1127	"2"
1113	353	"2"
1189	375	"2"
1113	1255	"2"
1189	598	"2"
615	1026	"2"
738	393	"2"
1113	1255	"2"
32	1336	"2"
1334	1068	"2"
639	388	"2"
1113	1255	"2"
495	585	"2"
617	103	"2"
103	1280	"2"
617	640	"2"
103	617	"2"
725	1336	"2"
617	103	"2"
103	617	"2"
617	103	"2"
1280	103	"2"
617	644	"2"
495	1050	"2"
103	617	"2"
431	617	"2"
617	103	"2"
103	1280	"2"
1312	103	"2"
495	498	"2"
103	617	"2"
431	617	"2"
1312	103	"2"
950	495	"2"
353	950	"2"
495	950	"2"
308	701	"2"
950	353	"2"
341	701	"2"
495	950	"2"
1312	103	"2"
431	617	"2"
1280	103	"2"
950	495	"2"
1190	738	"2"
950	495	"2"
1126	1302	"2"
1102	514	"2"
1190	551	"2"
103	1280	"2"
1280	103	"2"
431	617	"2"
